Re,Stenosis length/Radius,Degree of stenosis,Asymmetry,Pressure difference
50,15.0,0.3,1.0,17.063999999999993
100,15.0,0.3,1.0,9.025714285714283
200,15.0,0.3,1.0,5.02392857142857
300,15.0,0.3,1.0,3.7825714285714276
400,15.0,0.3,1.0,3.1536964285714273
500,15.0,0.3,1.0,2.785782857142857
600,15.0,0.3,1.0,2.527928571428571
700,15.0,0.3,1.0,2.347032069970845
800,15.0,0.3,1.0,2.202669642857142
30,15.0,0.3,0.5,28.885714285714283
50,15.0,0.3,0.5,17.063999999999993
100,15.0,0.3,0.5,9.002571428571425
200,15.0,0.3,0.5,4.977642857142856
300,15.0,0.3,0.5,3.7174285714285706
400,15.0,0.3,0.5,3.0789642857142847
500,15.0,0.3,0.5,2.7061714285714285
600,15.0,0.3,0.5,2.446714285714285
700,15.0,0.3,0.5,2.2653236151603493
800,15.0,0.3,0.5,2.1217901785714277
30,15.0,0.3,0.0,28.799999999999997
50,15.0,0.3,0.0,17.033142857142852
100,15.0,0.3,0.0,8.979428571428569
200,15.0,0.3,0.0,4.960285714285712
300,15.0,0.3,0.0,3.6994285714285704
400,15.0,0.3,0.0,3.060160714285713
500,15.0,0.3,0.0,2.685497142857143
600,15.0,0.3,0.0,2.4239999999999995
700,15.0,0.3,0.0,2.2401341107871717
800,15.0,0.3,0.0,2.093946428571428
30,20.0,0.3,1.0,36.42857142857142
50,20.0,0.3,1.0,21.507428571428562
100,20.0,0.3,1.0,11.247428571428568
200,20.0,0.3,1.0,6.115499999999998
300,20.0,0.3,1.0,4.516285714285713
400,20.0,0.3,1.0,3.718285714285713
500,20.0,0.3,1.0,3.257897142857143
600,20.0,0.3,1.0,2.9404285714285705
700,20.0,0.3,1.0,2.71936443148688
800,20.0,0.3,1.0,2.5445089285714277
30,20.0,0.3,0.5,36.51428571428571
50,20.0,0.3,0.5,21.507428571428562
100,20.0,0.3,0.5,11.262857142857138
200,20.0,0.3,0.5,6.098142857142855
300,20.0,0.3,0.5,4.475999999999999
400,20.0,0.3,0.5,3.6623571428571418
500,20.0,0.3,0.5,3.189702857142857
600,20.0,0.3,0.5,2.8641428571428564
700,20.0,0.3,0.5,2.6373411078717197
800,20.0,0.3,0.5,2.459169642857142
30,20.0,0.3,0.0,36.42857142857142
50,20.0,0.3,0.0,21.507428571428562
100,20.0,0.3,0.0,11.239714285714282
200,20.0,0.3,0.0,6.076928571428569
300,20.0,0.3,0.0,4.451142857142856
400,20.0,0.3,0.0,3.633910714285713
500,20.0,0.3,0.0,3.1582285714285714
600,20.0,0.3,0.0,2.8302857142857136
700,20.0,0.3,0.0,2.600816326530612
800,20.0,0.3,0.0,2.4202366071428565
30,30.0,0.3,1.0,51.771428571428565
50,30.0,0.3,1.0,30.425142857142845
100,30.0,0.3,1.0,15.767999999999994
200,30.0,0.3,1.0,8.329499999999998
300,30.0,0.3,1.0,5.970857142857141
400,30.0,0.3,1.0,4.796357142857141
500,30.0,0.3,1.0,4.12128
600,30.0,0.3,1.0,3.665999999999999
700,30.0,0.3,1.0,3.3533527696792995
800,30.0,0.3,1.0,3.112473214285713
30,30.0,0.3,0.5,51.771428571428565
50,30.0,0.3,0.5,30.45599999999999
100,30.0,0.3,0.5,15.77571428571428
200,30.0,0.3,0.5,8.325642857142855
300,30.0,0.3,0.5,5.951999999999998
400,30.0,0.3,0.5,4.76405357142857
500,30.0,0.3,0.5,4.074994285714285
600,30.0,0.3,0.5,3.6070714285714276
700,30.0,0.3,0.5,3.2826647230320694
800,30.0,0.3,0.5,3.0318348214285704
30,30.0,0.3,0.0,51.771428571428565
50,30.0,0.3,0.0,30.45599999999999
100,30.0,0.3,0.0,15.783428571428566
200,30.0,0.3,0.0,8.329499999999998
300,30.0,0.3,0.0,5.953714285714284
400,30.0,0.3,0.0,4.7616428571428555
500,30.0,0.3,0.0,4.068205714285714
600,30.0,0.3,0.0,3.596142857142856
700,30.0,0.3,0.0,3.2673935860058303
800,30.0,0.3,0.0,3.012308035714285
300,5.0,0.3,0.5,2.157428571428571
400,5.0,0.3,0.5,1.884214285714285
500,5.0,0.3,0.5,1.7437371428571429
600,5.0,0.3,0.5,1.6557857142857138
700,5.0,0.3,0.5,1.6056734693877548
800,5.0,0.3,0.5,1.5663616071428565
30,5.0,0.3,0.0,13.457142857142856
50,5.0,0.3,0.0,8.115428571428568
100,5.0,0.3,0.0,4.505142857142856
200,5.0,0.3,0.0,2.6575714285714276
300,5.0,0.3,0.0,2.054571428571428
400,5.0,0.3,0.0,1.7395714285714279
500,5.0,0.3,0.0,1.554582857142857
600,5.0,0.3,0.0,1.4267142857142854
700,5.0,0.3,0.0,1.342285714285714
800,5.0,0.3,0.0,1.2831026785714281
30,5.0,0.4,1.0,19.457142857142856
50,5.0,0.4,1.0,12.157714285714281
100,5.0,0.4,1.0,7.451999999999997
200,5.0,0.4,1.0,5.261142857142855
300,5.0,0.4,1.0,4.638857142857142
400,5.0,0.4,1.0,4.293482142857141
500,5.0,0.4,1.0,4.09104
600,5.0,0.4,1.0,3.9640714285714274
700,5.0,0.4,1.0,3.9334985422740516
800,5.0,0.4,1.0,3.8984866071428557
30,5.0,0.4,0.5,19.2
50,5.0,0.4,0.5,11.879999999999995
100,5.0,0.4,0.5,7.112571428571426
200,5.0,0.4,0.5,4.796357142857141
300,5.0,0.4,0.5,4.136571428571427
400,5.0,0.4,0.5,3.8441249999999987
500,5.0,0.4,0.5,3.7053257142857143
600,5.0,0.4,0.5,3.5774999999999992
700,5.0,0.4,0.5,3.4857551020408155
800,5.0,0.4,0.5,3.385848214285713
30,5.0,0.4,0.0,19.028571428571425
50,5.0,0.4,0.0,11.787428571428567
100,5.0,0.4,0.0,6.981428571428569
200,5.0,0.4,0.0,4.5649285714285694
300,5.0,0.4,0.0,3.809999999999999
400,5.0,0.4,0.0,3.42417857142857
500,5.0,0.4,0.0,3.2504914285714284
600,5.0,0.4,0.0,3.205071428571428
700,5.0,0.4,0.0,3.1090145772594746
800,5.0,0.4,0.0,3.0679955357142847
30,2.5,0.4,1.0,14.399999999999999
50,2.5,0.4,1.0,9.257142857142854
100,2.5,0.4,1.0,6.0942857142857125
200,2.5,0.4,1.0,4.642071428571427
300,2.5,0.4,1.0,4.295142857142856
400,2.5,0.4,1.0,4.110749999999999
500,2.5,0.4,1.0,4.027165714285714
600,2.5,0.4,1.0,3.959999999999999
700,2.5,0.4,1.0,3.9278309037900865
800,2.5,0.4,1.0,3.8931830357142845
30,2.5,0.4,0.5,13.714285714285714
50,2.5,0.4,0.5,8.701714285714283
100,2.5,0.4,0.5,5.500285714285712
200,2.5,0.4,0.5,4.03842857142857
300,2.5,0.4,0.5,3.6617142857142846
400,2.5,0.4,0.5,3.506142857142856
500,2.5,0.4,0.5,3.4353257142857143
600,2.5,0.4,0.5,3.362142857142856
700,2.5,0.4,0.5,3.3206064139941684
800,2.5,0.4,0.5,3.285080357142856
30,2.5,0.4,0.0,13.542857142857141
50,2.5,0.4,0.0,8.516571428571426
100,2.5,0.4,0.0,5.1917142857142835
200,2.5,0.4,0.0,3.5697857142857132
300,2.5,0.4,0.0,3.1182857142857134
400,2.5,0.4,0.0,3.0789642857142847
500,2.5,0.4,0.0,2.987897142857143
600,2.5,0.4,0.0,2.9277857142857133
700,2.5,0.4,0.0,2.761714285714285
800,2.5,0.4,0.0,2.795705357142856
30,10.0,0.4,1.0,21.257142857142856
50,10.0,0.4,1.0,12.651428571428568
100,10.0,0.4,1.0,6.819428571428569
200,10.0,0.4,1.0,3.9207857142857128
300,10.0,0.4,1.0,3.001714285714285
400,10.0,0.4,1.0,2.5240178571428564
500,10.0,0.4,1.0,2.2402285714285712
600,10.0,0.4,1.0,2.039571428571428
700,10.0,0.4,1.0,1.898816326530612
800,10.0,0.4,1.0,1.7862187499999993
30,10.0,0.4,0.5,21.17142857142857
50,10.0,0.4,0.5,12.589714285714281
100,10.0,0.4,0.5,6.765428571428569
200,10.0,0.4,0.5,3.8455714285714273
300,10.0,0.4,0.5,2.9202857142857135
400,10.0,0.4,0.5,2.441571428571428
500,10.0,0.4,0.5,2.1578399999999998
600,10.0,0.4,0.5,1.957928571428571
700,10.0,0.4,0.5,1.8175801749271134
800,10.0,0.4,0.5,1.7064241071428565
30,10.0,0.4,0.0,21.17142857142857
50,10.0,0.4,0.0,12.589714285714281
100,10.0,0.4,0.0,6.749999999999997
200,10.0,0.4,0.0,3.8320714285714272
300,10.0,0.4,0.0,2.9022857142857137
400,10.0,0.4,0.0,2.420357142857142
500,10.0,0.4,0.0,2.1343885714285715
600,10.0,0.4,0.0,1.9319999999999995
700,10.0,0.4,0.0,1.789084548104956
800,10.0,0.4,0.0,1.674964285714285
30,15.0,0.4,1.0,42.857142857142854
50,15.0,0.4,1.0,25.549714285714277
100,15.0,0.4,1.0,13.924285714285709
200,15.0,0.4,1.0,8.362285714285711
300,15.0,0.4,1.0,6.768857142857141
400,15.0,0.4,1.0,5.962660714285712
500,15.0,0.4,1.0,5.495965714285714
600,15.0,0.4,1.0,5.157857142857141
700,15.0,0.4,1.0,4.930373177842565
800,15.0,0.4,1.0,4.749468749999998
30,15.0,0.4,0.5,42.771428571428565
50,15.0,0.4,0.5,25.487999999999992
100,15.0,0.4,0.5,13.854857142857139
200,15.0,0.4,0.5,8.192571428571426
300,15.0,0.4,0.5,6.527142857142856
400,15.0,0.4,0.5,5.697482142857141
500,15.0,0.4,0.5,5.226891428571428
600,15.0,0.4,0.5,4.883357142857141
700,15.0,0.4,0.5,4.609679300291544
800,15.0,0.4,0.5,4.361825892857142
30,15.0,0.4,0.0,42.771428571428565
50,15.0,0.4,0.0,25.45714285714285
100,15.0,0.4,0.0,13.816285714285709
200,15.0,0.4,0.0,8.078785714285711
300,15.0,0.4,0.0,6.336857142857141
400,15.0,0.4,0.0,5.458821428571427
500,15.0,0.4,0.0,4.953805714285714
600,15.0,0.4,0.0,4.596214285714285
700,15.0,0.4,0.0,4.349755102040816
800,15.0,0.4,0.0,4.150526785714284
30,20.0,0.4,1.0,54.857142857142854
50,20.0,0.4,1.0,32.554285714285705
100,20.0,0.4,1.0,17.349428571428565
200,20.0,0.4,1.0,9.878142857142853
300,20.0,0.4,1.0,7.703999999999998
400,20.0,0.4,1.0,6.679124999999997
500,20.0,0.4,1.0,6.117737142857143
600,20.0,0.4,1.0,5.7293571428571415
700,20.0,0.4,1.0,5.465965014577258
800,20.0,0.4,1.0,5.246558035714284
30,20.0,0.4,0.5,54.771428571428565
50,20.0,0.4,0.5,32.49257142857142
100,20.0,0.4,0.5,17.326285714285707
200,20.0,0.4,0.5,9.814499999999997
300,20.0,0.4,0.5,7.5625714285714265
400,20.0,0.4,0.5,6.471321428571426
500,20.0,0.4,0.5,5.864091428571428
600,20.0,0.4,0.5,5.442857142857141
700,20.0,0.4,0.5,5.151725947521865
800,20.0,0.4,0.5,4.911830357142855
30,20.0,0.4,0.0,54.857142857142854
50,20.0,0.4,0.0,32.554285714285705
100,20.0,0.4,0.0,17.333999999999993
200,20.0,0.4,0.0,9.756642857142854
300,20.0,0.4,0.0,7.436571428571427
400,20.0,0.4,0.0,6.287142857142855
500,20.0,0.4,0.0,5.633897142857142
600,20.0,0.4,0.0,5.182499999999998
700,20.0,0.4,0.0,4.873696793002915
800,20.0,0.4,0.0,4.6276071428571415
30,30.0,0.4,1.0,79.19999999999999
50,30.0,0.4,1.0,46.8102857142857
100,30.0,0.4,1.0,24.562285714285707
200,30.0,0.4,1.0,13.312928571428566
300,30.0,0.4,1.0,9.827999999999998
400,30.0,0.4,1.0,8.151589285714282
500,30.0,0.4,1.0,7.236925714285714
600,30.0,0.4,1.0,6.634499999999998
700,30.0,0.4,1.0,6.2394402332361505
800,30.0,0.4,1.0,5.935058035714284
30,30.0,0.4,0.5,79.19999999999999
50,30.0,0.4,0.5,46.779428571428554
100,30.0,0.4,0.5,24.523714285714277
200,30.0,0.4,0.5,13.26471428571428
300,30.0,0.4,0.5,9.737142857142855
400,30.0,0.4,0.5,8.005499999999998
500,30.0,0.4,0.5,7.036662857142857
600,30.0,0.4,0.5,6.393642857142855
700,30.0,0.4,0.5,5.967865889212827
800,30.0,0.4,0.5,5.641794642857141
30,30.0,0.4,0.0,79.19999999999999
50,30.0,0.4,0.0,46.779428571428554
100,30.0,0.4,0.0,24.51599999999999
200,30.0,0.4,0.0,13.226142857142852
300,30.0,0.4,0.0,9.665142857142854
400,30.0,0.4,0.0,7.898464285714283
500,30.0,0.4,0.0,6.889474285714285
600,30.0,0.4,0.0,6.2074285714285695
700,30.0,0.4,0.0,5.742262390670553
800,30.0,0.4,0.0,5.382040178571427
30,5.0,0.5,1.0,31.71428571428571
50,5.0,0.5,1.0,20.95199999999999
100,5.0,0.5,1.0,14.626285714285709
200,5.0,0.5,1.0,11.623499999999996
300,5.0,0.5,1.0,10.589142857142855
400,5.0,0.5,1.0,9.951428571428568
500,5.0,0.5,1.0,9.598731428571428
600,5.0,0.5,1.0,9.326571428571427
700,5.0,0.5,1.0,9.17275801749271
800,5.0,0.5,1.0,9.033428571428567
30,5.0,0.5,0.5,30.94285714285714
50,5.0,0.5,0.5,20.211428571428563
100,5.0,0.5,0.5,13.77771428571428
200,5.0,0.5,0.5,10.740214285714282
300,5.0,0.5,0.5,9.733714285714283
400,5.0,0.5,0.5,9.187714285714282
500,5.0,0.5,0.5,8.924811428571429
600,5.0,0.5,0.5,8.672571428571427
700,5.0,0.5,0.5,8.514367346938775
800,5.0,0.5,0.5,8.278272321428569
30,5.0,0.5,0.0,30.685714285714283
50,5.0,0.5,0.0,19.81028571428571
100,5.0,0.5,0.0,12.875142857142853
200,5.0,0.5,0.0,9.417214285714282
300,5.0,0.5,0.0,8.860285714285713
400,5.0,0.5,0.0,8.30973214285714
500,5.0,0.5,0.0,8.028411428571427
600,5.0,0.5,0.0,8.14735714285714
700,5.0,0.5,0.0,7.975311953352768
800,5.0,0.5,0.0,7.80770089285714
30,2.5,0.5,1.0,23.4
50,2.5,0.5,1.0,16.60114285714285
100,2.5,0.5,1.0,13.18371428571428
200,2.5,0.5,1.0,11.247428571428568
300,2.5,0.5,1.0,10.569428571428569
400,2.5,0.5,1.0,10.123553571428568
500,2.5,0.5,1.0,9.886011428571429
600,2.5,0.5,1.0,9.683142857142855
700,2.5,0.5,1.0,9.573271137026238
800,2.5,0.5,1.0,9.46651339285714
30,2.5,0.5,0.5,21.685714285714283
50,2.5,0.5,0.5,15.05828571428571
100,2.5,0.5,0.5,11.694857142857138
200,2.5,0.5,0.5,9.959142857142854
300,2.5,0.5,0.5,9.377142857142855
400,2.5,0.5,0.5,8.988107142857139
500,2.5,0.5,0.5,8.779474285714285
600,2.5,0.5,0.5,8.597571428571426
700,2.5,0.5,0.5,8.495317784256558
800,2.5,0.5,0.5,8.392781249999997
30,2.5,0.5,0.0,21.428571428571427
50,2.5,0.5,0.0,14.317714285714281
100,2.5,0.5,0.0,9.851142857142854
200,2.5,0.5,0.0,8.148214285714284
300,2.5,0.5,0.0,7.783714285714284
400,2.5,0.5,0.0,7.301571428571426
500,2.5,0.5,0.0,7.268091428571428
600,2.5,0.5,0.0,7.19742857142857
700,2.5,0.5,0.0,7.18939941690962
800,2.5,0.5,0.0,7.028678571428569
30,10.0,0.5,1.0,51.08571428571428
50,10.0,0.5,1.0,31.56685714285713
100,10.0,0.5,1.0,19.46314285714285
200,10.0,0.5,1.0,14.174999999999995
300,10.0,0.5,1.0,12.42685714285714
400,10.0,0.5,1.0,11.334696428571425
500,10.0,0.5,1.0,10.652194285714286
600,10.0,0.5,1.0,10.120714285714284
700,10.0,0.5,1.0,9.755107871720115
800,10.0,0.5,1.0,9.446624999999997
30,10.0,0.5,0.5,50.74285714285714
50,10.0,0.5,0.5,31.289142857142846
100,10.0,0.5,0.5,18.92314285714285
200,10.0,0.5,0.5,13.320642857142852
300,10.0,0.5,0.5,11.605714285714283
400,10.0,0.5,0.5,10.597017857142854
500,10.0,0.5,0.5,10.009131428571429
600,10.0,0.5,0.5,9.483642857142854
700,10.0,0.5,0.5,8.946524781341106
800,10.0,0.5,0.5,8.72063839285714
30,10.0,0.5,0.0,50.65714285714285
50,10.0,0.5,0.0,31.165714285714273
100,10.0,0.5,0.0,18.521999999999995
200,10.0,0.5,0.0,12.472071428571423
300,10.0,0.5,0.0,10.991142857142854
400,10.0,0.5,0.0,9.71035714285714
500,10.0,0.5,0.0,9.414514285714285
600,10.0,0.5,0.0,8.755071428571426
700,10.0,0.5,0.0,8.467137026239065
800,10.0,0.5,0.0,8.305995535714283
30,15.0,0.5,1.0,71.82857142857142
50,15.0,0.5,1.0,43.32342857142856
100,15.0,0.5,1.0,24.762857142857133
200,15.0,0.5,1.0,16.593428571428564
300,15.0,0.5,1.0,14.371714285714281
400,15.0,0.5,1.0,13.13116071428571
500,15.0,0.5,1.0,12.384205714285713
600,15.0,0.5,1.0,11.809714285714282
700,15.0,0.5,1.0,11.421393586005829
800,15.0,0.5,1.0,11.089165178571424
30,15.0,0.5,0.5,71.65714285714284
50,15.0,0.5,0.5,43.230857142857126
100,15.0,0.5,0.5,24.40799999999999
200,15.0,0.5,0.5,15.84321428571428
300,15.0,0.5,0.5,13.563428571428569
400,15.0,0.5,0.5,12.41228571428571
500,15.0,0.5,0.5,11.899748571428571
600,15.0,0.5,0.5,11.449285714285711
700,15.0,0.5,0.5,10.418693877551018
800,15.0,0.5,0.5,9.981683035714282
30,15.0,0.5,0.0,71.57142857142857
50,15.0,0.5,0.0,43.19999999999998
100,15.0,0.5,0.0,24.330857142857134
200,15.0,0.5,0.0,15.23571428571428
300,15.0,0.5,0.0,12.559714285714282
400,15.0,0.5,0.0,11.191499999999996
500,15.0,0.5,0.0,10.528457142857143
600,15.0,0.5,0.0,10.151571428571426
700,15.0,0.5,0.0,9.45346355685131
800,15.0,0.5,0.0,9.268352678571425
30,20.0,0.5,1.0,92.82857142857142
50,20.0,0.5,1.0,55.481142857142835
100,20.0,0.5,1.0,30.38657142857142
200,20.0,0.5,1.0,18.718714285714277
300,20.0,0.5,1.0,15.681428571428567
400,20.0,0.5,1.0,14.154749999999995
500,20.0,0.5,1.0,13.280297142857142
600,20.0,0.5,1.0,12.622714285714283
700,20.0,0.5,1.0,12.171253644314866
800,20.0,0.5,1.0,11.779593749999997
30,20.0,0.5,0.5,92.74285714285713
50,20.0,0.5,0.5,55.45028571428569
100,20.0,0.5,0.5,30.270857142857132
200,20.0,0.5,0.5,18.19414285714285
300,20.0,0.5,0.5,14.99828571428571
400,20.0,0.5,0.5,13.570874999999996
500,20.0,0.5,0.5,12.88656
600,20.0,0.5,0.5,12.287785714285711
700,20.0,0.5,0.5,11.672029154518949
800,20.0,0.5,0.5,10.613651785714282
30,20.0,0.5,0.0,92.74285714285713
50,20.0,0.5,0.0,55.45028571428569
100,20.0,0.5,0.0,30.278571428571418
200,20.0,0.5,0.0,17.93571428571428
300,20.0,0.5,0.0,14.287714285714282
400,20.0,0.5,0.0,12.504857142857139
500,20.0,0.5,0.0,12.153702857142857
600,20.0,0.5,0.0,11.086928571428569
700,20.0,0.5,0.0,10.554874635568511
800,20.0,0.5,0.0,10.23095089285714
30,30.0,0.5,1.0,135.68571428571428
50,30.0,0.5,1.0,80.59885714285711
100,30.0,0.5,1.0,42.91457142857141
200,30.0,0.5,1.0,24.076285714285707
300,30.0,0.5,1.0,18.672857142857136
400,30.0,0.5,1.0,16.28485714285714
500,30.0,0.5,1.0,15.0228
600,30.0,0.5,1.0,14.133428571428567
700,30.0,0.5,1.0,13.541877551020406
800,30.0,0.5,1.0,13.067156249999995
30,30.0,0.5,0.5,135.6
50,30.0,0.5,0.5,80.53714285714283
100,30.0,0.5,0.5,42.82971428571427
200,30.0,0.5,0.5,23.844857142857133
300,30.0,0.5,0.5,18.155142857142852
400,30.0,0.5,0.5,15.568392857142852
500,30.0,0.5,0.5,14.247977142857142
600,30.0,0.5,0.5,13.378928571428569
700,30.0,0.5,0.5,12.832950437317782
800,30.0,0.5,0.5,12.352017857142853
30,30.0,0.5,0.0,135.34285714285713
50,30.0,0.5,0.0,80.32114285714283
100,30.0,0.5,0.0,42.7062857142857
200,30.0,0.5,0.0,23.752285714285705
300,30.0,0.5,0.0,17.91685714285714
400,30.0,0.5,0.0,15.067928571428567
500,30.0,0.5,0.0,13.481794285714285
600,30.0,0.5,0.0,12.41228571428571
700,30.0,0.5,0.0,11.700682215743438
800,30.0,0.5,0.0,11.147142857142853
30,5.0,0.6,1.0,64.11428571428571
50,5.0,0.6,1.0,45.822857142857124
100,5.0,0.6,1.0,35.59371428571427
200,5.0,0.6,1.0,28.80899999999999
300,5.0,0.6,1.0,26.25171428571428
400,5.0,0.6,1.0,24.694392857142848
500,5.0,0.6,1.0,23.83344
600,5.0,0.6,1.0,23.149928571428564
700,5.0,0.6,1.0,22.732425655976673
800,5.0,0.6,1.0,22.34708035714285
30,5.0,0.6,0.5,61.71428571428571
50,5.0,0.6,0.5,43.3542857142857
100,5.0,0.6,0.5,33.08657142857142
200,5.0,0.6,0.5,26.87657142857142
300,5.0,0.6,0.5,24.696857142857137
400,5.0,0.6,0.5,23.408035714285706
500,5.0,0.6,0.5,22.813611428571427
600,5.0,0.6,0.5,22.42864285714285
700,5.0,0.6,0.5,22.201241982507284
800,5.0,0.6,0.5,21.935209821428565
30,5.0,0.6,0.0,60.514285714285705
50,5.0,0.6,0.0,41.96571428571427
100,5.0,0.6,0.0,31.45885714285713
200,5.0,0.6,0.0,25.781142857142846
300,5.0,0.6,0.0,23.928857142857137
400,5.0,0.6,0.0,22.83283928571428
500,5.0,0.6,0.0,22.198011428571427
600,5.0,0.6,0.0,21.63985714285714
700,5.0,0.6,0.0,21.293160349854222
800,5.0,0.6,0.0,20.957785714285706
30,2.5,0.6,1.0,49.028571428571425
50,2.5,0.6,1.0,38.108571428571416
100,2.5,0.6,1.0,32.38457142857142
200,2.5,0.6,1.0,28.00285714285713
300,2.5,0.6,1.0,26.54314285714285
400,2.5,0.6,1.0,25.608535714285704
500,2.5,0.6,1.0,25.155977142857143
600,2.5,0.6,1.0,24.75364285714285
700,2.5,0.6,1.0,24.581492711370256
800,2.5,0.6,1.0,24.395584821428564
30,2.5,0.6,0.5,44.82857142857142
50,2.5,0.6,0.5,34.43657142857142
100,2.5,0.6,0.5,29.13685714285713
200,2.5,0.6,0.5,25.169785714285705
300,2.5,0.6,0.5,23.786571428571424
400,2.5,0.6,0.5,22.88587499999999
500,2.5,0.6,0.5,22.441165714285713
600,2.5,0.6,0.5,22.052785714285708
700,2.5,0.6,0.5,21.85976676384839
800,2.5,0.6,0.5,21.657616071428563
30,2.5,0.6,0.0,42.942857142857136
50,2.5,0.6,0.0,30.949714285714276
100,2.5,0.6,0.0,24.762857142857133
200,2.5,0.6,0.0,20.770714285714277
300,2.5,0.6,0.0,21.093428571428564
400,2.5,0.6,0.0,20.47178571428571
500,2.5,0.6,0.0,19.257942857142858
600,2.5,0.6,0.0,19.85785714285714
700,2.5,0.6,0.0,19.742746355685128
800,2.5,0.6,0.0,19.06043303571428
30,10.0,0.6,1.0,100.71428571428571
50,10.0,0.6,1.0,64.6765714285714
100,10.0,0.6,1.0,44.603999999999985
200,10.0,0.6,1.0,34.62364285714285
300,10.0,0.6,1.0,30.826285714285707
400,10.0,0.6,1.0,28.46619642857142
500,10.0,0.6,1.0,27.055542857142857
600,10.0,0.6,1.0,25.952999999999992
700,10.0,0.6,1.0,25.213906705539355
800,10.0,0.6,1.0,24.56831249999999
30,10.0,0.6,0.5,99.85714285714285
50,10.0,0.6,0.5,63.627428571428545
100,10.0,0.6,0.5,42.590571428571415
200,10.0,0.6,0.5,32.791499999999985
300,10.0,0.6,0.5,29.392285714285705
400,10.0,0.6,0.5,27.258910714285705
500,10.0,0.6,0.5,25.80644571428571
600,10.0,0.6,0.5,24.727928571428563
700,10.0,0.6,0.5,24.015201166180752
800,10.0,0.6,0.5,23.38007142857142
30,10.0,0.6,0.0,99.6
50,10.0,0.6,0.0,63.10285714285712
100,10.0,0.6,0.0,40.461428571428556
200,10.0,0.6,0.0,29.84657142857142
300,10.0,0.6,0.0,26.201999999999995
400,10.0,0.6,0.0,24.132214285714277
500,10.0,0.6,0.0,22.92654857142857
600,10.0,0.6,0.0,21.595928571428566
700,10.0,0.6,0.0,21.34826239067055
800,10.0,0.6,0.0,21.38207142857142
30,15.0,0.6,1.0,142.2
50,15.0,0.6,1.0,87.20228571428568
100,15.0,0.6,1.0,53.290285714285694
200,15.0,0.6,1.0,39.6417857142857
300,15.0,0.6,1.0,35.191714285714276
400,15.0,0.6,1.0,32.350821428571415
500,15.0,0.6,1.0,30.610594285714285
600,15.0,0.6,1.0,29.249785714285707
700,15.0,0.6,1.0,28.403212827988334
800,15.0,0.6,1.0,27.652700892857133
30,15.0,0.6,0.5,141.68571428571428
50,15.0,0.6,0.5,86.83199999999997
100,15.0,0.6,0.5,52.194857142857124
200,15.0,0.6,0.5,37.89835714285713
300,15.0,0.6,0.5,33.90599999999999
400,15.0,0.6,0.5,31.461267857142847
500,15.0,0.6,0.5,30.001474285714284
600,15.0,0.6,0.5,28.617428571428565
700,15.0,0.6,0.5,27.186874635568508
800,15.0,0.6,0.5,26.886455357142847
30,15.0,0.6,0.0,141.5142857142857
50,15.0,0.6,0.0,86.67771428571426
100,15.0,0.6,0.0,51.1302857142857
200,15.0,0.6,0.0,34.95535714285713
300,15.0,0.6,0.0,30.32057142857142
400,15.0,0.6,0.0,27.731410714285705
500,15.0,0.6,0.0,26.137234285714285
600,15.0,0.6,0.0,25.139785714285708
700,15.0,0.6,0.0,24.394775510204077
800,15.0,0.6,0.0,23.068607142857136
30,20.0,0.6,1.0,184.79999999999998
50,20.0,0.6,1.0,111.64114285714281
100,20.0,0.6,1.0,63.766285714285694
200,20.0,0.6,1.0,43.4082857142857
300,20.0,0.6,1.0,37.83171428571428
400,20.0,0.6,1.0,34.57639285714284
500,20.0,0.6,1.0,32.573725714285715
600,20.0,0.6,1.0,31.01957142857142
700,20.0,0.6,1.0,29.90702623906705
800,20.0,0.6,1.0,28.918446428571418
30,20.0,0.6,0.5,184.54285714285712
50,20.0,0.6,0.5,111.51771428571425
100,20.0,0.6,0.5,63.21857142857141
200,20.0,0.6,0.5,41.98692857142856
300,20.0,0.6,0.5,36.635142857142846
400,20.0,0.6,0.5,33.69599999999999
500,20.0,0.6,0.5,31.090731428571427
600,20.0,0.6,0.5,29.450999999999993
700,20.0,0.6,0.5,28.48775510204081
800,20.0,0.6,0.5,27.069428571428563
30,20.0,0.6,0.0,184.45714285714283
50,20.0,0.6,0.0,111.42514285714282
100,20.0,0.6,0.0,62.76342857142855
200,20.0,0.6,0.0,39.43349999999999
300,20.0,0.6,0.0,32.95457142857142
400,20.0,0.6,0.0,29.99169642857142
500,20.0,0.6,0.0,28.24385142857143
600,20.0,0.6,0.0,26.47114285714285
700,20.0,0.6,0.0,25.87513119533527
800,20.0,0.6,0.0,24.640031249999993
30,30.0,0.6,1.0,271.2857142857143
50,30.0,0.6,1.0,162.06171428571423
100,30.0,0.6,1.0,87.90428571428568
200,30.0,0.6,1.0,52.649999999999984
300,30.0,0.6,1.0,43.703999999999986
400,30.0,0.6,1.0,39.258482142857126
500,30.0,0.6,1.0,36.722159999999995
600,30.0,0.6,1.0,34.83921428571428
700,30.0,0.6,1.0,33.5607638483965
800,30.0,0.6,1.0,32.46002678571428
30,30.0,0.6,0.5,271.2
50,30.0,0.6,0.5,162.0308571428571
100,30.0,0.6,0.5,87.71914285714283
200,30.0,0.6,0.5,51.21514285714284
300,30.0,0.6,0.5,41.410285714285706
400,30.0,0.6,0.5,36.91237499999999
500,30.0,0.6,0.5,34.534079999999996
600,30.0,0.6,0.5,32.87035714285713
